image,gt_x,gt_y,pred_x,pred_y,error_px,passed,time_s,score,zoom_pred,zoom_gt,rot_pred,rot_gt
d21,432.3970169248623,677.8706967432541,433.2315403626266,677.4272662301884,0.9450185120386303,1,0.92573089999496,0.9848873955862862,9.129999999999999,9.13743584102146,2.6875,2.696964889072836
d22,200.26174391905235,193.2884316001447,199.4027924238392,193.68508073241662,0.9461121525807495,1,0.7300414999772329,0.921138082231794,10.059999999999997,10.181675042359476,2.6875,2.846950545782426
d23,69.74537937955506,344.0836538877633,69.98390100589621,343.61394722562613,0.5267987421098158,1,0.8229987999948207,0.968919004712786,10.339999999999998,10.337602381891289,0.24,0.23617096141340066
d24,868.0901555632507,727.6728373089734,868.8499540395413,727.521304178436,0.7747619080878763,1,0.7449824999785051,0.9922513961791992,9.78,9.770874540670892,0.5,0.45089631947381914
d25,317.4302876058088,881.9451241499622,318.6705130184341,881.5502909831703,1.3015576451777218,1,0.6636600999918301,0.9919020789010184,10.34,10.292023564106223,0.0,0.0171852641845206
d26,932.3415195688566,257.2232957407151,932.2776961258456,256.7689786672482,0.45877819817569493,1,1.068597100005718,0.985534531729562,10.579999999999998,10.761078198726544,1.5725,1.6029788570614545
d27,468.0656914703978,336.12007734994546,467.91246780590666,335.94963759887355,0.2291881325582605,1,1.012171499984106,0.8615568705967495,10.499999999999998,10.549801213773211,2.8225,2.9463114849707845
d28,579.2839141132442,734.0933309092582,580.41532014212,733.5156620706769,1.2703467594496607,1,1.2701718999887817,0.9860267639160156,11.02,10.987703688861117,2.8025,2.8700908364744144
d29,305.9452252303918,587.1512355675069,306.4345767247838,586.1563620996641,1.1087101073234857,1,0.7687913999834564,0.9909990855625698,9.28,9.25655890810966,0.62,0.48350736995389787
d30,791.6797271562297,183.01790135923432,791.2199253864628,182.17151077350022,0.9632209980580938,1,0.8199868999945465,0.9557326861790248,10.079999999999998,10.015413718476204,0.38,0.45856568370812234
d31,582.1587846430115,432.7691091164802,582.4346990968561,432.2283942794364,0.6070430963611254,1,1.1812577999953646,0.9941543851579938,9.529999999999998,9.545505704955797,0.9325,0.9860918828271741
d32,434.9156383247058,83.63762275475112,434.1958778250844,83.27592387666782,0.8055316599749569,1,0.7944204999948852,0.9926513263157436,9.719999999999997,9.744418518324077,1.4324999999999997,1.4928564460736793
d33,906.2128618061275,511.07334832311255,906.6829166329869,510.59355333320946,0.6716805584427152,1,0.7257078000111505,0.9866628646850586,10.159999999999998,10.16096812138375,2.3074999999999997,2.3132932265183426
d34,256.2426226800213,569.1803793493816,257.0229799919149,569.2675366480153,0.7852094809226839,1,0.8192133999837097,0.9930854524884906,10.28,10.318345840932368,0.88,1.0091095622810333
d35,94.75108779423934,204.50933545651037,402.61587554686105,758.3853963086191,633.6871612420562,0,1.161914299998898,0.980726787022182,10.079999999999998,10.19513361258456,2.8025,2.7977453603342415
d36,537.7645524278245,572.4956091867698,538.2937809489789,572.0637385838407,0.6830776275633798,1,0.789954099978786,0.9934919221060616,9.719999999999997,9.7031311871385,0.24,0.18737034427682586
d37,193.40349470303946,91.14744963913495,191.7443022391834,91.7516768438485,1.765788817223805,1,1.1085051000118256,0.8719479697091239,10.6,10.532384655860033,1.5524999999999995,1.7373795137474204
d38,698.8641497093802,654.7352446001,699.8922166717621,653.8253489836918,1.3728917334954138,1,0.841846000024816,0.9555247851780483,9.529999999999998,9.585553934603388,1.6925,1.7991878857445023
d39,816.2763970714018,199.67475416807002,816.308305807989,199.34146783871734,0.33481031167510206,1,0.8302249000116717,0.9075247900826591,9.399999999999997,9.330172999396195,0.5,0.4820004706544866
